region	farm	housing	ownership	residential_area	householder_rel	sex	age_code	marrige_status	education	learn_status	preschool_child	preschool_child_num	economic	sideline	hour_dayjob	hour_sideline	industry	job	job_status	wage_earner_work_form	offday	monthly_income
11	2	2	1	106	1	1	5	2	4	1	2	-1	1	2	40	-1	3	5	3	-1	5	7
11	2	2	3	148	2	2	4	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	148	1	1	6	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	7
11	2	4	1	33	1	1	6	3	2	1	2	-1	1	2	20	-1	10	2	3	-1	5	4
11	2	2	1	106	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	5	2	66	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	148	1	1	5	2	5	1	2	-1	1	2	45	-1	10	2	1	1	2	11
11	2	3	2	85	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	39	1	2	3	4	3	1	1	1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	2	1	106	2	2	4	2	3	1	2	-1	1	2	80	-1	4	5	3	-1	4	7
11	2	2	2	119	1	1	2	2	5	1	1	1	1	2	50	-1	7	3	1	1	3	5
11	2	2	1	106	1	1	4	2	3	1	2	-1	1	2	80	-1	4	5	1	1	4	7
11	2	4	2	15	1	2	6	1	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	1	2	53	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	1	82	1	1	5	2	1	1	2	-1	1	2	20	-1	4	5	3	-1	5	6
11	2	2	1	128	1	1	4	2	4	1	2	-1	1	2	54	-1	4	2	2	-1	1	10
11	2	2	1	119	1	1	6	2	4	1	2	-1	1	2	30	-1	4	5	2	-1	1	8
11	2	2	1	106	1	2	2	1	5	1	2	-1	1	2	40	-1	10	3	1	1	3	4
11	2	2	3	148	1	1	4	2	3	1	2	-1	1	2	40	-1	4	5	2	-1	2	10
11	2	1	4	33	1	1	6	2	0	-1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	2	1	148	2	2	5	2	6	1	2	-1	1	2	48	-1	10	2	1	1	2	8
11	2	2	1	106	8	1	2	1	4	1	2	-1	1	1	60	3	4	5	1	1	3	9
11	2	2	2	83	2	2	4	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	2	1	148	2	2	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	145	1	2	4	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	40	2	2	3	2	3	1	1	1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	145	2	2	4	2	3	1	2	-1	1	2	60	-1	10	4	3	-1	4	5
11	2	2	1	85	1	1	3	1	5	1	2	-1	1	2	45	-1	4	2	3	-1	5	4
11	2	1	3	50	1	2	6	3	1	1	2	-1	1	2	72	-1	8	9	1	1	1	3
11	2	4	3	26	1	1	3	2	3	1	2	-1	1	2	72	-1	3	7	1	1	5	3
11	2	2	2	106	1	2	6	3	1	5	2	-1	2	-1	-1	-1	-1		-1	-1	-1	4
11	2	2	1	119	2	2	6	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	2	90	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	3	33	1	1	3	1	5	1	2	-1	1	2	40	-1	4	3	1	1	3	9
11	2	2	1	188	3	2	2	1	5	1	2	-1	1	2	50	-1	7	2	1	1	3	9
11	2	2	1	106	3	2	2	1	4	1	2	-1	1	2	45	-1	8	3	1	1	3	4
11	2	2	1	85	6	2	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	53	2	2	4	2	5	1	2	-1	1	2	60	-1	4	5	4	-1	1	1
11	2	4	1	69	1	1	4	2	5	1	1	1	1	2	49	-1	8	2	1	1	3	8
11	2	3	2	60	1	1	2	2	5	1	1	1	1	2	50	-1	7	3	1	1	3	5
11	2	3	2	60	1	1	3	1	5	1	2	-1	1	2	50	-1	2	2	1	1	3	8
11	2	2	2	106	1	1	4	2	7	1	1	1	1	2	48	-1	10	2	1	1	3	10
11	2	3	2	85	1	2	3	4	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	7
11	2	2	1	83	6	2	6	3	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	39	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	2	90	3	2	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	66	1	1	4	2	3	1	2	-1	1	2	40	-1	2	8	2	-1	1	6
11	2	2	1	148	3	1	2	1	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	119	1	1	6	2	5	1	2	-1	1	2	30	-1	2	2	1	1	3	6
11	2	2	2	83	2	2	3	2	5	1	1	2	1	2	40	-1	2	3	1	1	3	5
11	2	1	2	36	1	1	5	2	3	1	2	-1	1	2	80	-1	3	8	1	1	4	4
11	2	1	1	82	3	1	1	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	119	2	2	3	2	5	1	1	1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	148	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	3	2	2	1	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	1	1	6	2	5	1	2	-1	1	2	53	-1	10	9	1	2	2	3
11	2	2	2	85	1	1	4	2	1	1	2	-1	1	2	48	-1	8	2	1	1	3	10
11	2	2	3	39	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	145	3	2	2	1	5	1	2	-1	1	2	30	-1	10	4	1	2	5	3
11	2	1	1	43	2	2	6	2	0	-1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	4	2	58	1	1	4	1	5	1	2	-1	1	2	40	-1	4	2	1	1	3	8
11	2	4	3	70	1	1	4	2	3	1	2	-1	1	2	60	-1	3	7	1	1	4	6
11	2	2	3	39	3	1	3	1	3	1	2	-1	1	2	84	-1	5	8	1	1	1	5
11	2	2	3	39	1	2	5	3	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	1	2	66	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	2	2	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	145	2	2	5	2	3	1	2	-1	1	2	10	-1	4	5	3	-1	5	3
11	2	1	2	66	1	1	4	2	3	1	2	-1	1	2	77	-1	2	8	3	-1	1	5
11	2	2	2	106	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	188	3	1	2	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	2	2	83	1	1	3	2	6	5	1	2	1	2	50	-1	10	2	1	1	3	7
11	2	2	1	85	2	2	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	1	2	60	1	1	3	2	4	1	1	1	1	2	72	-1	3	3	1	1	1	6
11	2	2	1	106	1	1	4	2	6	1	2	-1	1	2	40	-1	7	2	1	1	3	11
11	2	4	3	43	1	2	2	1	5	1	2	-1	1	2	49	-1	4	3	1	1	1	4
11	2	1	2	36	2	2	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	188	1	2	5	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	10
11	2	2	1	188	1	1	5	2	5	1	2	-1	1	2	40	-1	4	5	2	-1	3	9
11	2	3	2	85	3	1	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	3	33	2	2	4	2	3	1	2	-1	1	2	24	-1	6	9	1	2	5	2
11	2	2	1	119	2	2	5	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	145	1	1	5	2	4	1	2	-1	1	2	56	-1	4	8	1	1	4	3
11	2	2	1	106	2	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	40	1	2	6	3	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	5	2	66	2	2	4	2	5	1	2	-1	1	2	58	-1	4	5	4	-1	1	5
11	2	1	3	9	1	2	3	1	5	1	2	-1	1	2	25	-1	10	2	1	1	3	5
11	2	2	2	27	1	1	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	2	1	145	3	1	2	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	3	1	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	2	2	4	2	6	1	2	-1	1	2	50	-1	10	2	1	1	2	10
11	2	2	1	60	1	1	4	4	3	1	2	-1	1	2	66	-1	2	7	2	-1	1	7
11	2	2	2	106	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	3	82	2	2	3	2	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	8
11	2	2	2	106	2	2	4	2	6	1	1	1	1	2	48	-1	10	2	1	1	2	7
11	2	3	1	89	2	2	4	2	3	1	2	-1	1	2	41	-1	7	5	3	-1	3	5
11	2	3	1	82	2	2	3	2	3	1	2	-1	1	2	40	-1	10	4	1	1	3	3
11	2	4	1	79	1	1	4	2	3	1	2	-1	1	2	60	-1	4	5	3	-1	1	8
11	2	2	1	85	6	1	6	2	6	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	69	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	2	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	2	2	4	2	6	1	2	-1	1	1	35	10	10	2	1	2	3	9
11	2	2	3	148	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	2	2	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	66	2	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	86	1	1	3	2	4	1	1	2	1	2	40	-1	2	2	1	1	3	7
11	2	1	3	59	2	2	3	2	3	1	1	2	1	2	65	-1	6	4	4	-1	4	1
11	2	5	2	66	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	3	1	3	1	5	1	2	-1	1	2	50	-1	3	2	1	1	3	6
11	2	4	1	69	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	106	3	1	4	1	4	1	2	-1	1	2	44	-1	10	2	1	1	3	9
11	2	3	1	84	1	1	3	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	5
11	2	2	2	106	3	1	3	1	4	1	2	-1	1	2	50	-1	10	2	1	1	1	8
11	2	3	1	84	2	2	3	2	3	1	2	-1	1	2	60	-1	4	3	1	1	1	4
11	2	3	1	82	3	1	2	1	4	1	2	-1	1	2	48	-1	10	7	1	1	2	4
11	2	4	3	56	1	1	6	2	0	-1	2	-1	1	2	84	-1	4	5	3	-1	6	11
11	2	2	1	145	2	1	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	1	1	6	2	2	1	2	-1	1	2	60	-1	2	7	1	1	1	5
11	2	2	1	128	1	2	2	1	4	1	2	-1	1	2	40	-1	10	2	1	1	2	5
11	2	2	1	128	2	2	4	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	40	1	1	3	2	4	3	1	1	1	2	80	-1	3	7	3	-1	5	6
11	2	1	2	21	1	1	3	1	3	1	2	-1	1	2	56	-1	4	5	1	1	4	5
11	2	3	1	59	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	128	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	130	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	3	33	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	60	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	53	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	4	60	6	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	60	3	2	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	81	2	2	5	2	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	27	1	2	4	4	3	1	2	-1	1	2	70	-1	6	4	1	1	1	4
11	2	1	3	53	1	1	4	2	3	1	2	-1	1	2	57	-1	2	8	1	1	4	7
11	2	2	1	86	3	2	2	1	5	2	2	-1	1	1	14	8	10	2	1	2	5	2
11	2	2	1	128	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	85	3	1	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	86	2	2	5	2	2	1	2	-1	1	2	35	-1	2	9	1	2	5	2
11	2	2	1	85	1	1	4	2	5	1	2	-1	1	1	80	2	4	1	1	2	3	7
11	2	1	3	53	3	2	1	1	3	1	2	-1	1	2	30	-1	6	4	1	2	3	3
11	2	2	1	160	2	2	5	2	5	1	2	-1	1	2	18	-1	4	5	4	-1	4	1
11	2	3	2	82	1	1	4	2	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	3	2	112	2	2	3	2	5	1	1	1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	1	83	2	2	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	2	1	59	1	2	4	1	5	1	2	-1	1	2	40	-1	4	3	1	1	3	7
11	2	1	1	132	2	1	6	2	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	208	2	2	4	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	21	8	2	3	1	5	1	2	-1	1	2	40	-1	4	5	1	2	3	4
11	2	2	1	53	3	1	2	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	40	4	1	4	3	1	1	1	1	1	2	40	-1	8	1	1	1	3	5
11	2	4	1	71	1	1	3	2	4	1	2	-1	1	2	40	-1	9	3	1	1	3	6
11	2	1	3	18	1	2	4	4	2	1	2	-1	1	2	45	-1	2	7	1	1	1	5
11	2	4	3	26	2	2	3	2	3	1	2	-1	1	2	42	-1	4	4	1	2	1	3
11	2	2	1	60	1	1	3	2	3	1	1	1	1	2	84	-1	9	4	1	1	5	7
11	2	1	1	82	1	2	4	2	3	1	2	-1	1	2	40	-1	4	5	3	-1	3	9
11	2	2	1	128	6	2	5	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	81	3	2	2	1	3	1	2	-1	1	2	20	-1	10	4	1	2	5	3
11	2	3	1	59	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	35	1	2	6	3	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	3	43	9	2	2	1	4	1	2	-1	1	2	13	-1	10	2	1	2	5	3
11	2	2	4	60	3	2	2	1	5	4	2	-1	1	2	15	-1	10	4	1	2	5	2
11	2	3	2	112	1	1	3	2	5	1	1	1	1	2	40	-1	10	3	1	1	3	9
11	2	1	2	59	1	1	4	2	5	1	2	-1	1	2	45	-1	10	2	1	1	3	11
11	2	1	2	66	3	1	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	2	45	6	2	6	4	1	1	2	-1	1	2	50	-1	8	9	1	1	2	3
11	2	2	1	188	6	2	6	3	2	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	39	1	2	5	2	1	1	2	-1	1	2	72	-1	6	4	1	1	4	3
11	2	2	1	86	3	1	2	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	81	1	1	5	2	2	1	2	-1	1	2	60	-1	5	8	3	-1	1	7
11	2	2	1	128	1	1	5	2	5	1	2	-1	1	2	40	-1	7	2	1	1	3	11
11	2	2	2	208	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	81	3	2	2	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	1	89	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	69	2	2	5	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	160	3	1	2	1	5	4	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	3	2	2	1	4	2	2	-1	1	2	50	-1	6	4	1	2	5	2
11	2	2	2	132	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	2	50	1	1	3	4	3	1	2	-1	1	2	60	-1	3	7	1	1	5	5
11	2	1	2	60	3	1	2	1	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	2	2	4	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	106	1	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	7
11	2	2	1	125	1	1	5	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	7
11	2	1	1	106	2	2	3	2	6	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	3	33	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	53	1	1	4	2	4	1	2	-1	1	2	60	-1	4	5	3	-1	1	9
11	2	2	2	125	1	1	3	2	7	1	1	3	1	2	54	-1	10	2	2	-1	2	11
11	2	3	1	82	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	56	8	1	2	1	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	2	1	188	1	2	5	3	5	1	2	-1	1	2	40	-1	2	1	2	-1	3	11
11	2	3	1	82	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	59	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	125	2	2	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	2	90	1	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	2	1	125	2	2	5	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	128	2	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	81	3	2	2	1	4	1	2	-1	1	2	40	-1	8	2	1	1	3	7
11	2	5	2	66	1	1	4	2	3	1	2	-1	1	2	40	-1	9	3	1	1	3	7
11	2	1	1	132	1	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	1	3	33	1	1	4	2	3	5	2	-1	1	2	16	-1	3	9	1	2	5	3
11	2	2	1	69	1	1	6	2	3	1	2	-1	1	2	70	-1	8	9	1	1	6	4
11	2	4	1	35	1	1	5	4	3	1	2	-1	1	2	40	-1	9	7	1	1	3	7
11	2	2	2	27	5	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	188	2	2	5	2	5	1	2	-1	1	2	12	-1	4	5	4	-1	1	2
11	2	3	1	59	1	1	4	2	6	1	2	-1	1	2	40	-1	3	2	1	1	3	10
11	2	1	2	130	1	1	5	2	4	1	2	-1	1	2	70	-1	8	8	3	-1	6	6
11	2	3	2	82	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	1	106	1	1	3	2	5	1	2	-1	1	2	54	-1	10	2	1	1	3	7
11	2	2	1	83	8	2	3	1	4	1	2	-1	1	2	30	-1	4	3	1	1	3	2
11	2	3	1	106	3	1	3	1	3	1	2	-1	1	2	30	-1	2	9	1	2	1	3
11	2	3	1	89	1	1	4	2	4	1	2	-1	1	2	62	-1	8	2	1	1	2	7
11	2	2	4	56	1	2	3	1	6	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	1	160	1	1	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	66	2	2	4	2	3	1	2	-1	1	2	60	-1	4	9	1	1	1	4
11	2	4	2	60	1	1	3	2	6	1	2	-1	1	2	60	-1	2	3	1	1	3	9
11	2	2	1	83	2	2	3	2	4	1	1	2	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	4	1	69	2	2	4	2	5	1	1	1	1	2	70	-1	4	5	2	-1	5	4
11	2	3	1	82	1	1	4	2	3	1	2	-1	1	2	40	-1	5	9	1	1	1	5
11	2	4	3	43	9	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	1	1	3	2	7	1	2	-1	1	2	74	-1	10	2	1	1	3	9
11	2	3	2	83	2	2	5	2	3	1	2	-1	1	2	6	-1	9	4	1	2	5	2
11	2	1	4	33	2	2	6	2	0	-1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	3	1	49	1	2	6	3	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	2
11	2	3	2	60	2	2	2	2	5	1	1	1	1	2	35	-1	8	3	1	1	3	4
11	2	1	2	66	3	2	2	1	4	2	2	-1	1	2	40	-1	10	4	1	2	5	5
11	2	3	3	82	1	1	3	2	4	1	2	-1	1	2	70	-1	4	5	1	1	1	6
11	2	2	1	145	1	1	5	2	5	1	2	-1	1	2	40	-1	5	3	1	1	3	7
11	2	1	1	88	1	1	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	4
11	2	4	3	53	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	66	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	41	3	1	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	4	60	1	1	4	4	3	1	2	-1	1	2	24	-1	3	9	1	2	5	4
11	2	2	2	208	1	1	4	2	5	1	2	-1	1	2	30	-1	4	1	2	-1	3	11
11	2	2	1	53	3	2	1	1	1	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	3	56	1	2	2	1	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	5
11	2	3	1	82	3	1	2	1	3	1	2	-1	1	2	7	-1	4	5	1	1	3	4
11	2	2	1	145	1	2	5	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	5
11	2	1	2	66	2	2	4	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	71	6	1	6	3	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	4	1	49	2	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	4
11	2	2	1	106	3	1	2	1	5	1	2	-1	1	2	40	-1	8	3	1	1	3	5
11	2	2	2	106	3	2	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	50	1	1	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	3
11	2	4	3	70	2	2	3	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	3	1	2	1	4	1	2	-1	1	2	45	-1	8	2	1	1	2	5
11	2	4	1	79	2	2	4	2	3	1	2	-1	1	2	24	-1	4	5	4	-1	1	7
11	2	4	1	66	2	2	6	2	1	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	59	2	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	132	2	2	4	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	2	82	2	2	4	2	3	1	2	-1	1	2	30	-1	6	4	1	2	2	3
11	2	4	1	35	3	1	2	1	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	1	1	5	2	3	1	2	-1	1	2	40	-1	9	3	1	1	3	4
11	2	1	3	9	1	1	3	1	4	1	2	-1	1	2	30	-1	8	2	3	-1	5	5
11	2	2	1	53	1	1	4	2	6	1	2	-1	1	2	56	-1	9	2	1	1	1	9
11	2	4	3	56	2	2	6	2	0	-1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	106	1	1	6	2	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	5
11	2	2	4	56	8	2	2	1	5	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	83	1	1	4	2	4	1	2	-1	1	2	60	-1	2	1	1	1	2	6
11	2	1	2	145	3	2	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	130	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	2	38	1	2	5	1	1	1	2	-1	1	2	45	-1	2	8	3	-1	5	3
11	2	2	1	160	1	1	5	2	5	1	2	-1	1	2	68	-1	4	2	3	-1	4	11
11	2	4	2	45	1	1	4	1	5	1	2	-1	1	2	54	-1	4	5	3	-1	1	5
11	2	4	2	60	2	2	3	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	3	53	3	1	1	1	3	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	83	1	1	3	2	7	3	1	2	1	2	55	-1	10	2	1	1	1	11
11	2	2	1	106	1	1	6	2	3	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	6
11	2	1	2	60	1	1	5	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	1	1	6	2	4	1	2	-1	1	2	28	-1	5	8	3	-1	6	4
11	2	3	2	83	1	1	6	2	5	1	2	-1	1	2	60	-1	8	3	1	1	3	5
11	2	1	1	83	3	2	3	1	4	1	2	-1	1	2	46	-1	10	2	1	1	1	6
11	2	4	3	43	1	1	2	1	3	5	2	-1	1	2	72	-1	4	9	1	1	1	4
11	2	2	3	27	3	1	1	1	2	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	1	3	60	8	2	1	1	5	2	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	2	59	2	2	3	2	4	1	1	3	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	3	1	59	2	2	3	2	4	1	2	-1	2	-1	-1	-1	-1		-1	-1	-1	1
11	2	2	1	85	1	1	4	2	3	1	2	-1	1	2	56	-1	3	7	1	1	4	4
